name,license_type,address,city,region,state,zip_code,phone_number,latitude,longitude,email
Pal's,hybrid,1367 Rocking W,Bishop,Mammoth Lakes / Inyo County,CA,93514,7609209859,37.376558,-118.420294,palsbishop@gmail.com
Perfect Union Eastside,hybrid,2035 Stockton Blvd,Sacramento,Sacramento South,CA,95817,9164523699,38.558597,-121.46118,eastside@perfect-union.com
Emerald Pharms,hybrid,13771 U.S. 101,Hopland,Ukiah,CA,95449,7076694819,38.97,-123.12,chelsea@emeraldpharms.com
Patient's Care Collective-Berkeley,hybrid,2590 Telegraph Ave,Berkeley,Berkeley,CA,94704,5105407878,37.863444,-122.259008,pcccrew@gmail.com
Valley Pure,hybrid,132 North Valencia Blvd,Woodlake,Visalia,CA,93286,5597692080,36.414532,-119.098541,tony@valleypure.net
Satori Wellness,hybrid,1551 Nursery Way Suite B,McKinleyville,Eureka,CA,95519,7078394599,40.938899,-124.102913,info@satoriwellness.org
The Leaf - El Paseo,hybrid,73740 El Paseo,Palm Desert,Palm Desert / Rancho Mirage,CA,92260,7605685323,33.720072,-116.378257,info@leafelpaseo.com
Sweet Flower - Melrose,hybrid,8163 Melrose Avenue,Los Angeles,West Hollywood,CA,90046,3235912662,34.083988,-118.367402,melrose@sweetflower.com
F Street Dispensary,hybrid,420 F Street,Davis,Davis,CA,95616,5307465122,38.546689,-121.740637,info@420fstreet.com
Have A Heart Oakland - Downtown,hybrid,709 Broadway,Oakland,Oakland,CA,94607,5108534200,37.799695,-122.274032,broadway@haveaheartcc.com
Mr. Nice Guy - OC,recreational,730 East Dyer Rd.,Santa Ana,Santa Ana,CA,92705,17144776892,33.70802,-117.85553,Mrniceguyoc730@gmail.com
Buddha Company - Arts District,hybrid,2038 Sacramento Street,Los Angeles,Downtown LA,CA,90021,2136283144,34.03042,-118.230813,thebuddhacompanyla@gmail.com
The Peoples Remedy,hybrid,1350 Lone Palm Ave.,Modesto,Modesto,CA,95351,2097352107,37.654574,-121.023822,lonepalm@peoplesremedy.com
City Compassionate Caregivers ,hybrid,2235 E 7th Street,Los Angeles,East LA,CA,90023,3232657060,34.034855,-118.22343,info@citycompassionatecaregivers.com
PureLife Alternative Wellness Center,hybrid,20751 Marilla St,Chatsworth,Northridge / Chatsworth / Reseda,CA,91311,3102469345,34.248252,-118.585961,purelifeops@gmail.com
Palm Royale Collective,hybrid,75048 Gerald Ford Dr STE 101,PALM DESERT,Palm Desert / Rancho Mirage,CA,92211,7608513286,33.782343,-116.354324,info@palmroyalecollective.com
Canna Cloud,hybrid,1153 Harley Knox,Perris,Perris,CA,92571,9519406420,33.858465,-117.251465,cannacloudperris@gmail.com
SkunkMasters,recreational,2675 N. Ventura Road Suite 104,Port Hueneme,Oxnard / Camarillo,CA,93041,8059539174,34.17821,-119.196292,skunkmasters805ph@gmail.com
Elevate ,hybrid,20010 Ventura Blvd,Woodland Hills,Woodland Hills / Tarzana / Canoga Park,CA,91364,8188359525,34.1683,-118.6059,Admin@elevate-dispensary.com
Green Angel ,hybrid,14000 Ventura Blvd,Sherman Oaks,Sherman Oaks / Studio City,CA,91423,8186460221,34.148845,-118.437371,Greenangelwla@gmail.com
Elevate Shasta,recreational,401 Berry St.,Mt. Shasta,Mt Shasta,CA,96067,5304089628,41.310741,-122.313827,elevateshasta@gmail.com
"Marina Caregivers, Inc.",hybrid,13453 Beach Avenue,Marina del Rey,Venice / Marina Del Rey,CA,90292,3105744000,33.990801,-118.445791,marinacaregivers@gmail.com
The 420 Lounge,hybrid,777 N Palm Canyon Dr,Palm Springs,Palm Springs,CA,92262,7608328422,33.833689,-116.547197,palmspringslounge@gmail.com
KindPeoples - Soquel Ave.,hybrid,3600 Soquel Ave,Santa Cruz,Santa Cruz,CA,95062,8314718562,36.985755,-121.982663,info@kindpeoples.com
Elemental Wellness,hybrid,985 Timothy Drive,San Jose,San Jose,CA,95133,4084333344,37.363632,-121.881406,info@elementalwellnesscenter.com
The Reef,hybrid,1900 Fremont Blvd,Seaside,Monterey,CA,93955,8319007333,36.616939,-121.841194,info@montereybayreef.com
Perfect Union Southside,hybrid,6492 Florin Perkins Rd.,Sacramento,Sacramento South,CA,95828,9163829766,38.509261,-121.394243,Southside@perfect-union.com
California Collective Care,hybrid,1639 Lewis Brown Drive,Vallejo,Vallejo,CA,94589,7076436313,38.1389706,-122.2542195,ccclewisbrown@gmail.com
Nug Wellness - San Leandro,hybrid,3089 Tea Garden St.,San Leandro,Hayward / Castro Valley,CA,94577,5102810745,37.70533,-122.15347,sanleandro@nug.com
Proper Wellness Center,hybrid,517 5th st,Eureka,Eureka,CA,95501,7076830009,40.80244,-124.16402,properwellnesscenter@gmail.com
Aroma - Calexico,hybrid,1632 Gateway Road Suite 5,Calexico,El Centro,CA,92231,7607916530,32.688964,-115.388951,aromacalex@icloud.com
The Prime Leaf,hybrid,836 East Hobsonway,Blythe,Needles / Blythe,CA,92225,7607102227,33.61022,-114.58764,Blythe@theprimeleaf.com
FireHaus,hybrid,2000 Cotner Ave,Los Angeles,West Los Angeles,CA,90025,3235159333,34.0421,-118.44158,info@firehausla.com
Kind Farma,hybrid,946 Olive Dr,Davis,Davis,CA,95616,5302315695,38.54013,-121.739219,info@thekindfarma.com
Dragonfly Wellness Center,hybrid,17975 North Hwy 1,Fort Bragg,Fort Bragg,CA,95437,7079620890,39.404703,-123.808391,admin@dragonflywellness.org
The Apothecarium - SOMA,recreational,527 Howard St,San Francisco,San Francisco,CA,94105,4157410741,37.787835,-122.396544,connect.howard@apothecarium.com
The Artist Tree,hybrid,8625 Santa Monica Blvd,West Hollywood,West Hollywood,CA,90069,3104614134,34.08898,-118.37802,info@theartisttree.com
H Street Patient Care,hybrid,221 H Street,Needles,Needles / Blythe,CA,92363,7603263893,34.839474,-114.608139,hstreetpatientcare420@gmail.com
Project Cannabis Soma,hybrid,761 Bryant St,San Francisco,San Francisco,CA,94107,6283336159,37.776547,-122.401349,projectcannabissoma@projcan.com
DTPG,recreational,930 South Alameda Street,Los Angeles,Downtown LA,CA,90021,2132751599,34.02656,-118.23893,info@dtpgla.com
Mecca Mid City,hybrid,5738 West Washington Blvd,Los Angeles,Culver City,CA,90016,3238799731,34.03438,-118.3694,info@meccamidcity.com
The Jackpot,hybrid,6514 Whittier Blvd.,East Los Angeles,East LA,CA,90032,7143211148,34.014908,-118.132041,jackpotla420@gmail.com
Plantacea,hybrid,1717 Fremont Blvd Suite B,Seaside,Monterey,CA,93955,8313244500,36.611948,-121.844602,Hello@plantacea.org
The Pottery,hybrid,5042 Venice Blvd,Los Angeles,Mid Town,CA,90019,3234529833,34.04513,-118.348584,info@thepottery.la
Tropicanna,hybrid,1628 S Grand Ave,Santa Ana,Santa Ana,CA,92705,7147018186,33.72627,-117.85057,Info@TheTropicannaLife.com
Emerald Perspective,hybrid,100 W Pleasant Valley Rd,Port Hueneme,Oxnard / Camarillo,CA,93041,8052465045,34.15472,-119.200272,info@emeraldperspective.com
DELI by Caliva ,hybrid,92 Pullman Way,San Jose,San Jose,CA,95111,4084402362,37.28996,-121.85013,dvolkland@caliva.com
West Coast Cannabis Club,recreational,74425 CA-111,Palm Desert,Palm Desert / Rancho Mirage,CA,92260,7602802420,33.72125,-116.365713,Hello@WestCoastCannabis.Club
Jayden's Journey,hybrid,4030 Farm Supply Dr.,Ceres,Modesto,CA,95307,2098465300,37.579883,-120.981134,saransouza3@gmail.com
Tioga Green,recreational,51005 HWY 395,Lee Vining,Mammoth Lakes / Inyo County,CA,93541,7607092587,37.951194,-119.11745,tiogagreen@gmail.com
Davis Cannabis Collective,hybrid,2121 2nd St Suite C101,Davis,Davis,CA,95618,5307472057,38.54756,-121.724578,info@daviscannabiscollective.com
East of Eden Cannabis Co.,recreational,514 Work Street,Salinas,Salinas,CA,93901,8312377420,36.670033,-121.642341,info@eastofedencannabisco.com
Ocean Hye,hybrid,1017 E Ocean Ave #A,Lompoc,Lompoc / Solvang,CA,93436,8057417920,34.639186,-120.445839,info@OceanHYE.com
Hemp Hop Station,hybrid,3201 Sonoma Blvd.,Vallejo,Vallejo,CA,94590,7076411444,38.116116,-122.254925,hemphopstation@gmail.com
Holistic Healing Collective,hybrid,15501 San Pablo Ave,Richmond,Richmond / Hercules,CA,94806,5102753365,37.99026,-122.335625,hhcweedmaps19@gmail.com
Cannabis Local,hybrid,12800 Wentworth St,Arleta,Sylmar / Pacoima / Panorama City,CA,91331,3109517994,34.236573,-118.411616,hello@cannabislocal.co
Harvest HOC,recreational,712 Lincoln Blvd,Venice,Venice / Marina Del Rey,CA,90291,4243460980,33.999778,-118.463986,askme@harvestinc.com
Green Cross of Torrance,recreational,1658 West Carson St. Suite B,Torrance,Torrance,CA,90501,3105339363,33.831098,-118.3086093,thegreencross1@gmail.com
Emerald Skyway,hybrid,1610 Moffett,Salinas,Salinas,CA,93905,8313165207,36.659469,-121.609394,info@emeraldskyway.com
Mary Janes - Hollywood,hybrid,4901 Melrose Ave,Los Angeles,Hollywood,CA,90029,3234666636,34.083579,-118.30708,mjcollective99@gmail.com
HHC - Healthy Herbal Care,hybrid,7123 Sepulveda Blvd.,Van Nuys,Van Nuys,CA,91405,8184538085,34.199824,-118.466454,hhccollective420@gmail.com
Empire Gardens - Perris,hybrid,4164 N Perris Blvd Suite C,Perris,Perris,CA,92571,9514900782,33.847341,-117.226781,iegardens17@gmail.com
Chill Supply Co.,recreational,1500 Esperanza St,LOS ANGELES,East LA,CA,90023,3234772314,34.01563,-118.20086,LAGGR323@gmail.com
BARE Dispensary,hybrid,690 Garnet Ave,Palm Springs,Palm Springs,CA,92262,7606737400,33.82,-116.55,baredispensary18@gmail.com
CHAI Cannabis Co,hybrid,3088 Winkle Ave. ste. C,Santa Cruz,Santa Cruz,CA,95065,8314755506,36.989152,-121.974352,cannabishealing@yahoo.com
LA Cannabis Co - Los Angeles,hybrid,3791 2nd Avenue,Los Angeles,Mid Town,CA,90018,3237333644,34.018748,-118.319333,ogtc.la@GMAIL.COM
"HCMA - NC Co-Op, Inc.",recreational,11826 Sheldon Street,Sun Valley,Sun Valley / Sunland / Tujunga,CA,91352,8184148125,34.241328,-118.39068,hcma818@gmail.com
Life Enhancement Services,hybrid,1966 Broadway,Vallejo,Vallejo,CA,94589,7076548842,38.138612,-122.252082,dhcvallejo707@gmail.com
NUG,hybrid,1918 16th St.,Sacramento,Sacramento,CA,95811,9167062089,38.567658,-121.49,sacramento@nug.com
Los Angeles Kush - LA Kush,hybrid,182 S Alvarado St.,Los Angeles,Korea Town / Echo Park,CA,90057,2133524108,34.064294,-118.271457,orders@lakushep.com
2ONE2 California Street Dispensary,hybrid,212 California St,San Francisco,San Francisco,CA,94111,4154964867,37.793601,-122.399169,info@2one2california.com
Phenos,hybrid,1234 Mchenry Ave Suite C,Modesto,Modesto,CA,95350,2092389100,37.661125,-120.993702,weedmaps@phenos.co
Hi-Fidelity,hybrid,2465 Telegraph Ave,Berkeley,Berkeley,CA,94704,5108382400,37.865706,-122.258457,info@hifigreen.com
Leaf and Lion - Port Hueneme,hybrid,437 W Channel Island Blvd,Port Hueneme,Oxnard / Camarillo,CA,93041,8053422081,34.17637,-119.20885,port@leafandlion.com
Stone Age Farmacy LA - Recreational,hybrid,621 W. Rosecrans Ave Suite #101,Gardena,South Bay,CA,90248,3103665906,33.90205,-118.28562,weedmaps@stoneagefarmacy.com
The Higher Path,hybrid,14080 Ventura Blvd,Sherman Oaks,Sherman Oaks / Studio City,CA,91423,8183851224,34.149243,-118.439841,info@thehigherpath.com
SUGARBUDZ,recreational,9830 north San Fernando rd,Pacoima,Sylmar / Pacoima / Panorama City,CA,91331,7479985443,34.249553,-118.403018,SugarbudzPacoima@gmail.com
Leef Industries,recreational,3700 E. Vista Chino Unit D,Palm Springs,Palm Springs,CA,92262,7608329222,33.845449,-116.505186,support@leefindustries.com
Urban Pharm,hybrid,122 10th Street,San Francisco,San Francisco,CA,94103,4158729488,37.774764,-122.415753,info@urbanpharmsf.com
Smartweed,hybrid,1040 North Western Ave.,Los Angeles,Hollywood,CA,90029,3236728383,34.08956,-118.308888,vhc420@yahoo.com
BARC ,hybrid,432 S. San Vicente Blvd. Suite #100,Los Angeles,West Hollywood,CA,90048,8552272420,34.070764,-118.375675,barccollective@gmail.com
Northstar Holistic Collective,hybrid,1236 C Street,Sacramento,Sacramento,CA,95814,9164764344,38.5867576,-121.4861087,buyer@northstar916.com
Patient Care First,recreational,1442 Angie Ave,Modesto,Modesto,CA,95351,2095540802,37.610191,-120.939796,weedmaps@pcf209.com
Better Health Group,hybrid,3611 Sonoma blvd,Vallejo,Vallejo,CA,94590,7076433767,38.123701,-122.256165,betterhealthgroup707@gmail.com
West Valley Patients Center,hybrid,23043 Ventura Blvd.,Woodland Hills,Woodland Hills / Tarzana / Canoga Park,CA,91364,8182244146,34.1644899,-118.6282757,budtenders@westvalleypatientsgroup.com
Infinity Medical Alliance - Torrance,hybrid,1609 Lockness Place,Torrance,Torrance,CA,90501,3108912223,33.81827,-118.30584,infinityalliance1609@gmail.com
New Age Care Center,recreational,350 W Martin Luther King Jr Blvd,Los Angeles,Central LA,CA,90037,3232312795,34.01092,-118.27958,lanewagecc@gmail.com
LA Cannabis Co - Inglewood,hybrid,5993 S St Andrews Pl.,Los Angeles,Inglewood / Hawthorne / Crenshaw / Leimert Park,CA,90047,3237788540,33.985454,-118.311999,holisticpainrelief.la@gmail.com
HTP Group - Vallejo,hybrid,1408 Enterprise Street,Vallejo,Vallejo,CA,94589,7072602626,38.134904,-122.259076,htpintake@gmail.com
Mission Organic,hybrid,5258 Mission St.,San Francisco,San Francisco South,CA,94112,4155856337,37.715179,-122.442418,Info@MissionOrganicCenter.com
Strain Balboa Caregivers ,hybrid,21627 Devonshire st.,Chatsworth,Northridge / Chatsworth / Reseda,CA,91311,8182806069,34.2574,-118.60127,strainbalboacaregivers@gmail.com
"The Kind Center, Inc.",hybrid,1944 N Cahuenga Blvd,Hollywood,Hollywood,CA,90068,3233189053,34.10657,-118.330486,kindcenter420@gmail.com
The Green Easy,hybrid,8311 Beverly Blvd,Los Angeles,West Hollywood,CA,90048,3234243035,34.076304,-118.370479,thegreeneasy3@gmail.com
Green Goddess Collective,recreational,1716 MAIN ST.,Venice,Venice / Marina Del Rey,CA,90291,18444208442,33.987753,-118.47047,info@greengoddesscollective.com
Modesto Cannabis Collective,hybrid,439 Maze Blvd,Modesto,Modesto,CA,95351,2094884172,37.63856,-121.01236,ModestoCannabisCollective@gmail.com
Flower to the People,recreational,70 2nd Street,San Francisco,San Francisco,CA,94105,6284443441,37.788251,-122.400416,wendy@flowerpowerdispensary.com
King's Crew,hybrid,5630 E. Pacific Coast Highway,Long Beach,South Long Beach / Belmont Shore,CA,90814,5625135441,33.77477,-118.122395,contact@kingscrew.com
Elevated San Francisco,recreational,2442 Bayshore Blvd.,San Francisco,San Francisco South,CA,94134,4158255123,37.710796,-122.404361,contact@elevatedsf.com
Golden State Greens Point Loma,hybrid,3452 Hancock Street,San Diego,Ocean Beach,CA,92110,6192688035,32.756379,-117.208176,delivery@goldenstategreens.com
California Cannabis Melrose,hybrid,654 N Manhattan Pl,Los Angeles,Korea Town / Echo Park,CA,90004,3239792568,34.0832,-118.309961,californiacannabismelrose@gmail.com
Foothill Wellness Center,hybrid,7132 Foothill Blvd.,Tujunga,Sun Valley / Sunland / Tujunga,CA,91042,8183523388,34.24792,-118.28712,foothillwellnessctr@gmail.com
DC Collective,hybrid,8053 Deering Ave.,Canoga Park,Woodland Hills / Tarzana / Canoga Park,CA,91304,8188870980,34.216779,-118.595255,info@dccollective.com
Cathedral City Care Collective North,recreational,28201 Date Palm Dr Suite B,Cathedral City,Palm Springs,CA,92234,7608326417,33.843387,-116.458848,Catcitycare@gmail.com
Greenlight Discount Pharmacy ,hybrid,15507 Cobalt Street #4,Sylmar,Sylmar / Pacoima / Panorama City,CA,91342,8182561964,34.307005,-118.470101,gtodblog@gmail.com
The Guild SJ,recreational,2943 Daylight Way,San Jose,San Jose,CA,95111,4082240420,37.288737,-121.849523,info@guildsj.com
Blum - Oakland,hybrid,578 W. Grand Ave,Oakland,Oakland,CA,94612,5103383632,37.81234,-122.27075,ca-info@letsblum.com
Omnia Industry,hybrid,6420 Wilmington Ave.,Los Angeles,South LA,CA,90001,3237495511,33.981046,-118.238455,omniaindustry.ca@gmail.com
Doctor's Choice,hybrid,2039 Yosemite BLVD.,Modesto,Modesto,CA,95354,2094884976,37.638531,-120.960269,doctorschoicedispensary@gmail.com
The Apothecarium - Castro,hybrid,2029 Market Street,San Francisco,San Francisco,CA,94114,4155002620,37.767464,-122.428899,connect@Apothecarium.com
Hollywood High Grade,hybrid,7051 B Santa Monica Blvd,Hollywood,Hollywood,CA,90038,3235369133,34.09078,-118.3433,hollywoodhighgrade@gmail.com
515 Broadway - Sacramento,hybrid,515 Broadway,Sacramento,Sacramento,CA,95818,8447229333,38.565585,-121.506545,info@515broadway.com
CA Collective,hybrid,210 Phelan Ave.,San Jose,San Jose,CA,95112,4088094301,37.312477,-121.866928,casystematize@gmail.com
Plantacea,hybrid,1 Benicia Road,Vallejo,Vallejo,CA,94590,7079807868,38.098621,-122.243385,hello@plantacea.org
Delta 9 THC,hybrid,824 E. Anaheim St. Unit B,Wilmington,Harbor City / Wilmington,CA,90744,3105183582,33.780288,-118.252246,deltaninethc9@yahoo.com
Curbstone Exchange,hybrid,6535 Hwy 9,Felton,Santa Cruz,CA,95018,8317047151,37.056015,-122.075328,curbstoneexchange@gmail.com
Natural Remedies ,recreational,927 1/2 Western ave.,Los Angeles,Hollywood,CA,90029,3238719500,34.08756,-118.30925,nrcaregivers@yahoo.com
A Therapeutic Alternative,hybrid,3015 H Street,Sacramento,Sacramento,CA,95816,9168224717,38.57547,-121.464876,info@atherapeuticalternative.com
Rite Greens LA,recreational,3951 E Slauson Ave,Maywood,South Gate / Huntington Park / Downey,CA,90270,3237490013,33.988374,-118.194642,info@ritegreensla.com
Coast to Coast Cannabis,recreational,7127 Canoga Avenue,Canoga Park,Woodland Hills / Tarzana / Canoga Park,CA,91303,8187120535,34.199973,-118.5981,contact@3ccoast.com
BASA Collective,recreational,1326 Grove Street,San Francisco,San Francisco,CA,94117,4154091002,37.776067,-122.438523,customersupport@trybasa.com
Cloud 8th DTLA,hybrid,2111 Long Beach Ave,Los Angeles,Central LA,CA,90058,2132751223,34.017649,-118.243825,clouddtla@gmail.com
Smart Collective,hybrid,10745 RIVERSIDE DR SUITE A,NORTH HOLLYWOOD,North Hollywood,CA,91602,8188568208,34.152411,-118.365146,sccnoho@gmail.com
TreeHouse,hybrid,3651 Soquel Dr,Soquel,Santa Cruz,CA,95073,8314718289,36.987638,-121.96775,team@ourtreehouse.io
The Station,hybrid,1957 Pacific Ave,Long Beach,North Long Beach / Signal Hill,CA,90806,5625288724,33.792855,-118.194145,longbeachstation@gmail.com
Long Beach Green Room,hybrid,1735 E. 7th st.,Long Beach,Downtown Long Beach,CA,90813,5622180021,33.77562,-118.170099,longbeachgreenroom@gmail.com
420 Pit Stop,hybrid,2315 Fair Oaks Ave.,Altadena,Pasadena,CA,91001,6263433018,34.185569,-118.151037,420PitStop@ProtonMail.com
Modern Buds,hybrid,3730 E Broadway,Long Beach,South Long Beach / Belmont Shore,CA,90803,5625889019,33.76429,-118.148223,high@modernbuds.com
Mission Cannabis Club (FKA Shambhala),hybrid,2441 Mission St,San Francisco,San Francisco,CA,94110,4159709333,37.757939,-122.418631,info@missioncannabisclub.com
Perfect Union Northside,hybrid,1508 El Camino Avenue,Sacramento,Sacramento,CA,95815,9169255696,38.61013,-121.432924,northside@perfect-union.com
Firehouse 365,hybrid,6118 Atlantic Blvd,Maywood,South Gate / Huntington Park / Downey,CA,90270,3234840013,33.98294,-118.18611,thefirehouse365@gmail.com
LB Collective,hybrid,1731 E ARTESIA BLVD,Long Beach,North Long Beach / Signal Hill,CA,90805,5624220011,33.874799,-118.171179,lbcollective@yahoo.com
Weden,hybrid,1625 E St. Gertrude Place,Santa Ana,Santa Ana,CA,92705,6572363366,33.720144,-117.846651,weecare@weden.com
The Medicine Woman - Bellflower,hybrid,9058 Rose St,Bellflower,Compton / Bellflower,CA,90706,8558696337,33.869246,-118.140599,info@themedicinewoman.com
Herbal Remedies Caregivers,hybrid,12423 Gladstone Avenue,Sylmar,Sylmar / Pacoima / Panorama City,CA,91342,8189287207,34.295557,-118.412265,herbal.sylmar@gmail.com
The Lift,hybrid,2800 East 4th ST,Long Beach,South Long Beach / Belmont Shore,CA,90814,5624344420,33.771492,-118.158722,thelift420@gmail.com
The Farmacy Westwood,hybrid,1035 Gayley Ave,Los Angeles,West Los Angeles,CA,90024,3104437722,34.06122,-118.44765,store@westwoodfarmacy.com
Delta Health and Wellness,hybrid,2416 17th St,Sacramento,Sacramento,CA,95818,9162319934,38.561883,-121.4907847,deltahealth2416@gmail.com
Urban Smoke,hybrid,20844 Vanowen st.,Winnetka,Woodland Hills / Tarzana / Canoga Park,CA,91303,,34.19356,-118.58762,Urbansmokela@gmail.com
The Apothecarium - Marina,recreational,2414 Lombard St.,San Francisco,San Francisco,CA,94123,4154086986,37.799384,-122.441323,connect.lombard@apothecarium.com
The Shop WH,hybrid,5338 Alhama Dr.,Woodland Hills,Woodland Hills / Tarzana / Canoga Park,CA,91364,8188845638,34.166414,-118.592936,management@theshopwh.com
West Coast Holistic Center,hybrid,15460 Devonshire st.,Mission Hills,Sylmar / Pacoima / Panorama City,CA,91345,8188939091,34.257104,-118.469481,westcoastholisticcenter@gmail.com
Apothecary,recreational,15374 Dickens St.,Sherman Oaks,Sherman Oaks / Studio City,CA,91403,8189050420,34.153146,-118.468842,apothecary420so@gmail.com
Connected Cannabis Co - Bellflower,hybrid,9032 Artesia Blvd Ste 201,Bellflower,Compton / Bellflower,CA,90706,5628040632,33.874399,-118.141641,bellflower@connected-socal.com
Shatter,recreational,"350 W. 5th, Unit 101",San Bernardino,San Bernardino,CA,92401,9093300900,34.108543,-117.290481,info@theshatterlounge.com
Two Rivers,hybrid,315 North 10th Street,Sacramento,Sacramento,CA,95811,9163890083,38.592327,-121.487102,frontdesk@tworiverssac.com
Circle Of Hope,hybrid,16901 Roscoe Blvd,Northridge,Northridge / Chatsworth / Reseda,CA,91343,8188106074,34.221652,-118.501258,circleofhopela@gmail.com
The Healing Touch,hybrid,18013 Ventura Blvd unit A,Encino,Encino,CA,91316,8188811462,34.16469,-118.52474,info@thtcannabis.com
Euphoric,hybrid,10655 West Pico Blvd,Los Angeles,West Los Angeles,CA,90064,3104468100,34.0427874,-118.4237806,EUPHORICCAREGIVERS@YAHOO.COM
Herbal Pain Relief Center,hybrid,10736 Sepulveda Blvd.,Mission Hills,Sylmar / Pacoima / Panorama City,CA,91345,8186396028,34.26532,-118.46721,hprc0420@gmail.com
Green Cross Pharma,recreational,68730 Summit Drive,Cathedral City,Palm Springs,CA,92234,7608327194,33.785621,-116.462495,greencrossrx@gmail.com
The Green Cross,hybrid,4218 Mission Street,San Francisco,San Francisco South,CA,94112,4156484420,37.729774,-122.430645,Staff@TheGreenCross.org
Connected Cannabis Co - Cherry,hybrid,3170 Cherry Ave,Long Beach,North Long Beach / Signal Hill,CA,90806,5624262420,33.81711,-118.16753,cherry@connected-socal.com
SFFOGG,hybrid,211 12th street,San Francisco,San Francisco,CA,94103,4158964271,37.771637,-122.416487,sffogg@gmail.com
BEACH Center - South Bay,recreational,1115 West 190th St.,Gardena,South Bay,CA,90248,3108214420,33.858537,-118.295374,beach@libertycannabis.com
IVTHC,hybrid,11555 Palm Dr,Desert Hot Springs,Palm Springs,CA,92240,7606997935,33.964783,-116.501846,cvwellness420@gmail.com
Mother Earths Farmacy,recreational,36633 Cathedral Canyons Dr,Cathedral City,Palm Springs,CA,92234,7608328348,33.782685,-116.467137,contact@mefarmacy.com
Amp Nutrition Center CBD,hybrid,2150 south waterman ave.,san bernardino,San Bernardino,CA,92408,9096773381,34.06193,-117.2788,maryjanescuts@gmail.com
Connected Cannabis Co - Santa Ana,hybrid,"2400 Pullman St, Suite B",Santa Ana,Santa Ana,CA,92705,6572294464,33.714717,-117.844943,santaana@connected-socal.com
Green Pearl Organics,hybrid,64949 Mission Lakes Blvd #108,Desert Hot Springs,Palm Springs,CA,92240,7608943146,33.9752714,-116.5309007,gpopurchasing@gmail.com
Evergreen - Santa Ana ,recreational,1320 E. Edinger Ave,Santa Ana,Santa Ana,CA,92705,7144861806,33.726387,-117.85266,evergreenholistic@gmail.com
Canna Culture Collective,hybrid,3591 Charter Park Dr. #20,San Jose,San Jose,CA,95136,4082647877,37.2790396,-121.8503054,info@cannaculturecollective.com
Green City Collective,hybrid,8405 Pershing dr. suite 100,Playa Del Rey,LAX / Playa Del Rey / El Segundo,CA,90293,4248354203,33.95705,-118.4431,greencitycol@yahoo.com
Compassion Union,hybrid,11669 Vanowen St,North Hollywood,North Hollywood,CA,91605,8183086065,34.194086,-118.386861,compassionun@gmail.com
Natural Herbal Pain Relief N.H.P.R,hybrid,2121 S. 10th Street,San Jose,San Jose,CA,95112,14082839333,37.30914,-121.85555,naturalherbalpainreliefsj@gmail.com
West Coast Cannabis Club,recreational,68828 Ramon Rd Suite A2,Cathedral City,Palm Springs,CA,92234,7606560865,33.816203,-116.46135,Hello@WestCoastCannabis.Club
United Health Care Center,hybrid,5925 S Alameda #B,Los Angeles,South Gate / Huntington Park / Downey,CA,90001,3234849023,33.987249,-118.237908,uhcchp5925@gmail.com
Zen Healing West Hollywood,hybrid,8464 Santa Monica Blvd,West Hollywood,West Hollywood,CA,90069,3236566666,34.09039,-118.3741,zenhealingwh@gmail.com
Shivas - DTLA,recreational,1339 South Hill Street,Los Angeles,Downtown LA,CA,90015,12133226828,34.03679,-118.26311,info@shivasdtla.com
OC3 Orange County Cannabis Club - Santa Ana,recreational,3122 Halladay Street (Entrance on West side of building),Santa Ana,Santa Ana,CA,92705,7147541348,33.705166,-117.859997,oc3collective@gmail.com
Atomic Budz Dispensary,recreational,68415 Perez Rd,Cathedral City,Palm Springs,CA,92234,7603224481,33.784476,-116.468386,info@atomicbudz.com
MCPG Happy Herbs,hybrid,1988 Broadway St,Vallejo,Vallejo,CA,94589,7075671790,38.140298,-122.251728,mcpgmembership@gmail.com
Westside CLLCTV,hybrid,872 W. WASHINGTON ST,Perris,Perris,CA,92571,9512598696,33.853821,-117.245437,patientsresource420@gmail.com
Royal Greens,hybrid,5067 West Washington Blvd.,Los Angeles,Mid Town,CA,90016,3232723444,34.041136,-118.35028,royalgreensla@gmail.com
NOHO CC ,hybrid,8085 Webb Ave,North Hollywood,North Hollywood,CA,91605,8189022155,34.21764,-118.38975,nohocompassionate@gmail.com
CCA California Caregivers Alliance,hybrid,2815 W Sunset Blvd #201,Los Angeles,Korea Town / Echo Park,CA,90026,2133530100,34.0822348,-118.272079,CCAsilverlake@yahoo.com
Joy of Life Wellness Center,hybrid,142 W Oasis Rd,Palm Springs,Palm Springs,CA,92262,7603181420,33.861575,-116.546414,joyoflifewellness@gmail.com
Remedy Inc.,hybrid,"68945 Vista Chino, Suite C",Cathedral City,Palm Springs,CA,92234,7608327083,33.844645,-116.459026,Remedyinc.meds@gmail.com
Highway 33,hybrid,21931 State Highway 33,Crows Landing,Patterson,CA,95313,2098377005,37.393989,-121.072775,byron@bynate.org
Sundial Collective,hybrid,827 Twin View Blvd,Redding,Redding,CA,96003,5302558875,40.619236,-122.371099,sundialcollective@gmail.com
HHC Plus,hybrid,1901 S. Alameda St. #112,Los Angeles,Downtown LA,CA,90058,2139731187,34.01973,-118.23974,hhcplusla@gmail.com
Blum - Santa Ana,recreational,2911 Tech Center Dr.,Santa Ana,Santa Ana,CA,92705,9492384203,33.705681,-117.855686,ca-info@letsblum.com
